Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
chromatin modification (GO:0016568)	11/475	0.00658126810150094	0.297129947678199	0	0	2.39978183801473	12.0553708530839	ING5;KMT2D;SMARCC1;PBRM1;NPM1;KDM3A;GTF3C4;POLE3;INO80;DEK;OGT
positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	2/13	0.00673769430156527	0.301569903566611	0	0	15.9426066161817	79.7136309978565	SPRED1;EEF1E1
GTP biosynthetic process (GO:0006183)	2/13	0.00673769430156527	0.298992383023307	0	0	15.9426066161817	79.7136309978565	NME2;NME1
UTP biosynthetic process (GO:0006228)	2/14	0.00781102097273379	0.343684922800287	0	0	14.8038490007402	71.8315262373372	NME2;NME1
pyrimidine-containing compound metabolic process (GO:0072527)	4/81	0.0078474212897641	0.342384969213909	0	0	5.11737990149044	24.8068588205686	DTYMK;NME2;CTPS1;NME1
nucleus organization (GO:0006997)	3/43	0.00822372785232136	0.355813291743771	0	0	7.22978672129172	34.7082660275012	KDM3A;RPS19;NOLC1
mitotic nuclear division (GO:0007067)	7/240	0.00887036526296599	0.38061930946545	0	0	3.02245250431779	14.2812068771276	PBRM1;ANAPC7;ZWILCH;RPS6;NOLC1;ANAPC10;RAN
UTP metabolic process (GO:0046051)	2/15	0.00895586530507306	0.381138136589667	0	0	13.8169257340242	65.1529757511406	NME2;NME1
cellular response to dsRNA (GO:0071359)	2/15	0.00895586530507306	0.378039452552352	0	0	13.8169257340242	65.1529757511406	RBM3;NPM1
response to peptide hormone (GO:0043434)	9/364	0.00904397012374339	0.378679781310288	0	0	2.56220463474349	12.0568562466698	SMARCC1;PPAT;RPS6;PHIP;PTPN11;OGT;YWHAG;EIF4B;EIF4G1
DNA-templated transcription, termination (GO:0006353)	4/86	0.00965193719554592	0.400902863354196	0	0	4.81985781419448	22.367015968794	U2AF2;POLR3H;SRSF6;SRSF7
termination of RNA polymerase II transcription (GO:0006369)	3/46	0.0099048413584426	0.408142351849476	0	0	6.75827889164226	31.1876432660773	U2AF2;SRSF6;SRSF7
erythrocyte development (GO:0048821)	2/16	0.0101707617544195	0.415799960857843	0	0	12.9533678756477	59.4331369121832	CITED2;RPS6
positive regulation of signal transduction by p53 class mediator (GO:1901798)	2/16	0.0101707617544195	0.412551523663641	0	0	12.9533678756477	59.4331369121832	SPRED1;EEF1E1
cellular response to nitrogen compound (GO:1901699)	10/438	0.0103111481597174	0.415003730583354	0	0	2.36591194075756	10.8229342594852	RBM3;SMARCC1;NPM1;PPAT;RPS6;PHIP;PTPN11;YWHAG;EIF4B;EIF4G1
response to dsRNA (GO:0043331)	3/49	0.0117714599111621	0.47013399891349	0	0	6.34450671460294	28.182789439164	RBM3;NPM1;DDX21
negative regulation of cell cycle process (GO:0010948)	7/254	0.0118605217489269	0.470075029926934	0	0	2.85586063400106	12.6644279133509	NPM1;TFAP4;ANAPC7;ZWILCH;RPS6;NABP1;ANAPC10
response to peptide (GO:1901652)	9/384	0.0125082529265907	0.491991281779236	0	0	2.42875647668394	10.6412725511786	SMARCC1;PPAT;RPS6;PHIP;PTPN11;OGT;YWHAG;EIF4B;EIF4G1
regulation of protein catabolic process (GO:0042176)	7/260	0.0133427145705712	0.520867474063201	0	0	2.78995615783181	12.0436402459314	HSP90AB1;ANAPC7;ODC1;KEAP1;COMMD1;RAD23B;ANAPC10
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	3/52	0.0138268318255096	0.53573814058243	0	0	5.97847748106815	25.5947244285185	HSP90AB1;ANAPC7;ANAPC10
formation of translation preinitiation complex (GO:0001731)	2/19	0.0142214272565604	0.546945557896754	0	0	10.9080992637033	46.3922060538214	EIF3A;EIF3B
guanosine-containing compound biosynthetic process (GO:1901070)	2/19	0.0142214272565604	0.542923899382808	0	0	10.9080992637033	46.3922060538214	NME2;NME1
neural crest cell development (GO:0014032)	2/19	0.0142214272565604	0.53896095121213	0	0	10.9080992637033	46.3922060538214	CITED2;RDH10
cellular response to hormone stimulus (GO:0032870)	10/462	0.014527242755052	0.546561191190071	0	0	2.24300742435457	9.49180086943364	SMARCC1;KDM3A;TFAP4;PPAT;RPS6;PHIP;PTPN11;YWHAG;EIF4B;EIF4G1
regulation of epidermis development (GO:0045682)	3/53	0.0145543515641038	0.543641678567099	0	0	5.86567601916121	24.8110191817875	NME2;KEAP1;SRSF6
reproductive structure development (GO:0048608)	7/265	0.0146759569957396	0.544268348013428	0	0	2.73731547560856	11.5556996457763	PBRM1;HSP90AB1;FBXW8;CITED2;RDH10;RPS6;PTPN11
pyrimidine nucleoside metabolic process (GO:0006213)	3/54	0.0153032000444727	0.563505068304271	0	0	5.75705238917674	24.06271340944	NME2;CTPS1;NME1
methylation (GO:0032259)	7/269	0.0158090780016309	0.578033330876533	0	0	2.69661189976308	11.1833105257048	KMT2D;KDM3A;MAT2A;WTAP;TRMT2A;ECE2;OGT
negative regulation of proteasomal protein catabolic process (GO:1901799)	3/55	0.0160734428203343	0.583589616245984	0	0	5.65237870937353	23.3476413558355	HSP90AB1;ANAPC7;ANAPC10
histone acetylation (GO:0016573)	4/101	0.0166116558281441	0.598942479581419	0	0	4.10403734673986	16.8169113905321	ING5;GTF3C4;POLE3;OGT
protein import (GO:0017038)	4/101	0.0166116558281441	0.594811841791202	0	0	4.10403734673986	16.8169113905321	NOP58;TIMM9;PHIP;RAN
protein localization to nucleus (GO:0034504)	4/101	0.0166116558281441	0.590737788080303	0	0	4.10403734673986	16.8169113905321	NOP58;RPL11;PHIP;RAN
myeloid cell differentiation (GO:0030099)	5/154	0.0169354334350768	0.598154900645705	0	0	3.36451113653186	13.7216445696769	RPS14;TFRC;RPS19;CITED2;PTPN11
nucleoside diphosphate phosphorylation (GO:0006165)	2/21	0.0172462123066551	0.605015772271305	0	0	9.86923266716013	40.070690708522	NME2;NME1
ribonucleoside triphosphate biosynthetic process (GO:0009201)	3/58	0.0185130684709602	0.64509967450487	0	0	5.36001429337145	21.3825892037587	NME2;CTPS1;NME1
histone lysine methylation (GO:0034968)	3/58	0.0185130684709602	0.64079901000817	0	0	5.36001429337145	21.3825892037587	KMT2D;KDM3A;OGT
positive regulation of mRNA processing (GO:0050685)	2/22	0.0188518227411103	0.648203070674469	0	0	9.42063118228921	37.4106987529143	TRA2B;RBMX
internal peptidyl-lysine acetylation (GO:0018393)	4/106	0.0194811445547719	0.665434885055103	0	0	3.91045067944081	15.4005600825705	ING5;GTF3C4;POLE3;OGT
regulation of keratinocyte differentiation (GO:0045616)	2/23	0.0205178097548268	0.696264498346802	0	0	9.01103852218968	35.0210588102779	NME2;SRSF6
mRNA splice site selection (GO:0006376)	2/23	0.0205178097548268	0.691743300305589	0	0	9.01103852218968	35.0210588102779	SRSF6;SRSF10
glutamine metabolic process (GO:0006541)	2/23	0.0205178097548268	0.687280440303618	0	0	9.01103852218968	35.0210588102779	PPAT;CTPS1
protein folding (GO:0006457)	6/221	0.0205589425610909	0.684243780622975	0	0	2.81340116756148	10.928542249984	HSP90AB1;SIL1;PPIA;CCT5;HSPE1-MOB4;TXNDC5
peptidyl-lysine acetylation (GO:0018394)	4/108	0.0207093574481268	0.684859769876906	0	0	3.83803492611783	14.8807124552707	ING5;GTF3C4;POLE3;OGT
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	3/61	0.0211468239743869	0.694900696677321	0	0	5.09640703304171	19.6530988777456	HSP90AB1;ANAPC7;ANAPC10
ribonucleoside biosynthetic process (GO:0042455)	4/110	0.0219841821160913	0.717873418532992	0	0	3.76825247291568	14.385047871682	MAT2A;NME2;CTPS1;NME1
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	2/24	0.0222428712916535	0.721781173414156	0	0	8.63557858376511	32.8647125482948	HSP90AB1;PTPN11
mesenchymal cell development (GO:0014031)	2/24	0.0222428712916535	0.717298060535807	0	0	8.63557858376511	32.8647125482948	CITED2;RDH10
internal protein amino acid acetylation (GO:0006475)	4/111	0.0226391979127994	0.725572318291693	0	0	3.73430425243897	14.1458150740965	ING5;GTF3C4;POLE3;OGT
negative regulation of cellular protein catabolic process (GO:1903363)	3/64	0.0239752113740225	0.763676671496472	0	0	4.85751295336788	18.1220928197058	HSP90AB1;ANAPC7;ANAPC10
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	2/25	0.0240257245856911	0.760619280786026	0	0	8.29015544041451	30.9109236470584	EIF4B;EIF4G1
RNA-dependent DNA replication (GO:0006278)	2/25	0.0240257245856911	0.75600946696308	0	0	8.29015544041451	30.9109236470584	DKC1;PPIA
histone H3-K4 methylation (GO:0051568)	2/25	0.0240257245856911	0.751455193065712	0	0	8.29015544041451	30.9109236470584	KMT2D;OGT
regulation of response to interferon-gamma (GO:0060330)	2/25	0.0240257245856911	0.746955461370708	0	0	8.29015544041451	30.9109236470584	HSP90AB1;PTPN11
regulation of protein export from nucleus (GO:0046825)	2/25	0.0240257245856911	0.742509297910168	0	0	8.29015544041451	30.9109236470584	PTPN11;ANP32B
macromolecule methylation (GO:0043414)	5/169	0.024191984848937	0.743223581867935	0	0	3.06588588772726	11.410411458041	KMT2D;KDM3A;WTAP;TRMT2A;OGT
protein K11-linked ubiquitination (GO:0070979)	2/26	0.025865105884445	0.789950763247284	0	0	7.97130330809087	29.1340014491866	ANAPC7;ANAPC10
positive regulation of mRNA metabolic process (GO:1903313)	2/26	0.025865105884445	0.785331168140575	0	0	7.97130330809087	29.1340014491866	TRA2B;RBMX
DNA-dependent DNA replication (GO:0006261)	2/26	0.025865105884445	0.780765289256037	0	0	7.97130330809087	29.1340014491866	MGME1;POLD2
nuclear division (GO:0000280)	7/298	0.0259403847310974	0.778511430773743	0	0	2.43418993636332	8.88955032875143	PBRM1;ANAPC7;ZWILCH;RPS6;NOLC1;ANAPC10;RAN
positive regulation of translation (GO:0045727)	3/66	0.0259689211267704	0.774888726955126	0	0	4.71031559114461	17.1966782723925	RBM3;EIF5A;NPM1
chromatin remodeling (GO:0006338)	4/118	0.0275569507198963	0.817575360786865	0	0	3.5127777289892	12.6161429014529	SMARCC1;PBRM1;NPM1;INO80
regulation of peptidyl-threonine phosphorylation (GO:0010799)	2/27	0.0277597702421124	0.818913222142315	0	0	7.67606985223565	27.5123194777106	SPRED1;PHIP
protein export from nucleus (GO:0006611)	2/27	0.0277597702421124	0.814286593768629	0	0	7.67606985223565	27.5123194777106	EIF5A;RAN
nucleoside biosynthetic process (GO:0009163)	4/119	0.0283074586926964	0.825687222092581	0	0	3.48325858840946	12.4165278913657	MAT2A;NME2;CTPS1;NME1
glycosyl compound biosynthetic process (GO:1901659)	4/120	0.0290700571319106	0.843194059379217	0	0	3.45423143350604	12.2212317757903	MAT2A;NME2;CTPS1;NME1
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	2/28	0.0297084912382402	0.856924925049683	0	0	7.4019245003701	26.0275527295169	SPRED1;EEF1E1
stem cell development (GO:0048864)	2/28	0.0297084912382402	0.852190533198579	0	0	7.4019245003701	26.0275527295169	CITED2;RDH10
protein acetylation (GO:0006473)	4/122	0.0306316331558759	0.873843073325865	0	0	3.39760468869447	11.8431055490535	ING5;GTF3C4;POLE3;OGT
single-organism nuclear import (GO:1902593)	3/71	0.0313303312741891	0.888891147407596	0	0	4.37860322557104	15.1638412042702	NOP58;PHIP;RAN
protein import into nucleus (GO:0006606)	3/71	0.0313303312741891	0.884060217258641	0	0	4.37860322557104	15.1638412042702	NOP58;PHIP;RAN
peptidyl-lysine methylation (GO:0018022)	2/30	0.0337632887871855	0.947562137205767	0	0	6.90846286701209	23.4085056809468	KDM3A;OGT
histone methylation (GO:0016571)	3/74	0.0348041329721951	0.971521819309875	0	0	4.20109228399384	14.1073482804287	KMT2D;KDM3A;OGT
regulation of mitotic cell cycle phase transition (GO:1901990)	6/251	0.0352622204761329	0.979045180278513	0	0	2.47713807980513	8.28588600118794	ANAPC7;ZWILCH;RPS6;NABP1;INO80;ANAPC10
mitotic spindle assembly checkpoint (GO:0007094)	2/32	0.0380200490879604	1	0	0	6.47668393782383	21.1764355622655	ANAPC7;ANAPC10
organelle fission (GO:0048285)	7/325	0.0387256900131527	1	0	0	2.23196492626544	7.25668059684613	PBRM1;ANAPC7;ZWILCH;RPS6;NOLC1;ANAPC10;RAN
negative regulation of mitotic cell cycle phase transition (GO:1901991)	5/192	0.038757228127968	1	0	0	2.6986183074266	8.77169151620012	ANAPC7;ZWILCH;RPS6;NABP1;ANAPC10
DNA strand elongation involved in DNA replication (GO:0006271)	2/33	0.0402212895481426	1	0	0	6.28042078819281	20.1812456133838	POLD2;MCM3
spindle assembly checkpoint (GO:0071173)	2/33	0.0402212895481426	1	0	0	6.28042078819281	20.1812456133838	ANAPC7;ANAPC10
negative regulation of chromosome organization (GO:2001251)	3/80	0.0423219722061826	1	0	0	3.8860103626943	12.2893091591676	KDM3A;ANAPC7;ANAPC10
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	2/34	0.0424696044049045	1	0	0	6.09570252971655	19.2561209960092	ANAPC7;ANAPC10
negative regulation of mitotic sister chromatid separation (GO:2000816)	2/34	0.0424696044049045	1	0	0	6.09570252971655	19.2561209960092	ANAPC7;ANAPC10
negative regulation of sister chromatid segregation (GO:0033046)	2/34	0.0424696044049045	1	0	0	6.09570252971655	19.2561209960092	ANAPC7;ANAPC10
negative regulation of mitotic sister chromatid segregation (GO:0033048)	2/34	0.0424696044049045	1	0	0	6.09570252971655	19.2561209960092	ANAPC7;ANAPC10
mitotic cell cycle (GO:0000278)	8/404	0.042777401616903	1	0	0	2.05201867336993	6.46744024098976	ANAPC7;ZWILCH;POLD2;MCM3;NUP35;PTPN11;ANAPC10;YWHAG
regulation of cell cycle phase transition (GO:1901987)	6/264	0.043315323913895	1	0	0	2.3551577955723	7.39342629667486	ANAPC7;ZWILCH;RPS6;NABP1;INO80;ANAPC10
regulation of cell cycle process (GO:0010564)	9/481	0.0442697585635694	1	0	0	1.93896566953562	6.04463528568649	NPM1;TFAP4;ANAPC7;ZWILCH;RPS6;NABP1;PHIP;INO80;ANAPC10
negative regulation of protein modification process (GO:0031400)	8/407	0.0443406779922549	1	0	0	2.03689322860307	6.34665943736295	NPM1;SPRED1;KDM3A;TFAP4;ANAPC7;OGT;ANAPC10;YWHAG
DNA strand elongation (GO:0022616)	2/35	0.0447638905190001	1	0	0	5.92153960029608	18.3943951429577	POLD2;MCM3
negative regulation of metaphase/anaphase transition of cell cycle (GO:1902100)	2/35	0.0447638905190001	1	0	0	5.92153960029608	18.3943951429577	ANAPC7;ANAPC10
negative regulation of cell cycle phase transition (GO:1901988)	5/200	0.0448497130279266	1	0	0	2.59067357512953	8.0425857227546	ANAPC7;ZWILCH;RPS6;NABP1;ANAPC10
cellular response to organonitrogen compound (GO:0071417)	8/411	0.046483124898571	1	0	0	2.01706945022251	6.18971231579644	SMARCC1;PPAT;RPS6;PHIP;PTPN11;YWHAG;EIF4B;EIF4G1
ribonucleotide biosynthetic process (GO:0009260)	4/140	0.0468889940942843	1	0	0	2.96076980014804	9.05987357088941	PPAT;NME2;CTPS1;NME1
mitotic spindle checkpoint (GO:0071174)	2/36	0.0471030614678722	1	0	0	5.75705238917674	17.5901973560981	ANAPC7;ANAPC10
negative regulation of chromosome segregation (GO:0051985)	2/36	0.0471030614678722	1	0	0	5.75705238917674	17.5901973560981	ANAPC7;ANAPC10
telomere maintenance via telomere lengthening (GO:0010833)	2/36	0.0471030614678722	1	0	0	5.75705238917674	17.5901973560981	DKC1;POLD2
RNA methylation (GO:0001510)	2/37	0.0494860473089636	1	0	0	5.60145637865845	16.8383392896637	WTAP;TRMT2A
spliceosomal snRNP assembly (GO:0000387)	2/37	0.0494860473089636	1	0	0	5.60145637865845	16.8383392896637	SNRPD1;SRSF10
carbohydrate homeostasis (GO:0033500)	4/143	0.0499853089471908	1	0	0	2.89865574839668	8.68444838663441	SLC16A1;RPS6;PTPN11;NME1
glucose homeostasis (GO:0042593)	4/143	0.0499853089471908	1	0	0	2.89865574839668	8.68444838663441	SLC16A1;RPS6;PTPN11;NME1
ribose phosphate biosynthetic process (GO:0046390)	4/144	0.0510418846663864	1	0	0	2.87852619458837	8.56392836887006	PPAT;NME2;CTPS1;NME1
nucleotide biosynthetic process (GO:0009165)	5/208	0.0514846743909613	1	0	0	2.4910322837784	7.38957527959613	DTYMK;PPAT;NME2;CTPS1;NME1
regulation of type I interferon-mediated signaling pathway (GO:0060338)	2/38	0.0519117943907775	1	0	0	5.45404963185165	16.1342201385186	HSP90AB1;PTPN11
nucleoside phosphate biosynthetic process (GO:1901293)	5/209	0.0523523669698541	1	0	0	2.47911346902348	7.31278510638835	DTYMK;PPAT;NME2;CTPS1;NME1
purine-containing compound biosynthetic process (GO:0072522)	4/146	0.0531916461110956	1	0	0	2.83909432890908	8.32948803449968	MAT2A;PPAT;NME2;NME1
RNA modification (GO:0009451)	3/89	0.0549880044813556	1	0	0	3.49304302264656	10.1320610742597	WTAP;DKC1;TRMT2A
regulation of histone methylation (GO:0031060)	2/40	0.0568874377758163	1	0	0	5.18134715025907	14.8532680800578	KDM3A;OGT
negative regulation of transferase activity (GO:0051348)	6/284	0.0578023345467369	1	0	0	2.18930161278552	6.24109927907212	NPM1;SPRED1;TFAP4;ANAPC7;ANAPC10;YWHAG
T cell proliferation (GO:0042098)	2/41	0.0594353062769186	1	0	0	5.05497282952104	14.2695152150745	RPS6;CTPS1
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	2/41	0.0594353062769186	1	0	0	5.05497282952104	14.2695152150745	CITED2;ATF4
spindle checkpoint (GO:0031577)	2/41	0.0594353062769186	1	0	0	5.05497282952104	14.2695152150745	ANAPC7;ANAPC10
positive regulation of binding (GO:0051099)	3/93	0.0611341172314847	1	0	0	3.34280461307037	9.34208652899422	HSP90AB1;RAN;NME1
negative regulation of mitotic cell cycle (GO:0045930)	5/219	0.0614982287871818	1	0	0	2.36591194075756	6.59792960180005	ANAPC7;ZWILCH;RPS6;NABP1;ANAPC10
regulation of mitotic sister chromatid separation (GO:0010965)	2/42	0.0620218799826383	1	0	0	4.93461633358006	13.7195561472828	ANAPC7;ANAPC10
regulation of sister chromatid segregation (GO:0033045)	2/42	0.0620218799826383	1	0	0	4.93461633358006	13.7195561472828	ANAPC7;ANAPC10
regulation of mitotic sister chromatid segregation (GO:0033047)	2/42	0.0620218799826383	1	0	0	4.93461633358006	13.7195561472828	ANAPC7;ANAPC10
androgen receptor signaling pathway (GO:0030521)	2/42	0.0620218799826383	1	0	0	4.93461633358006	13.7195561472828	KDM3A;RAN
lactation (GO:0007595)	2/42	0.0620218799826383	1	0	0	4.93461633358006	13.7195561472828	PPAT;NME1
protein acylation (GO:0043543)	4/154	0.062275659288239	1	0	0	2.69160890922549	7.47240328690102	ING5;GTF3C4;POLE3;OGT
purine nucleoside biosynthetic process (GO:0042451)	3/95	0.0643225455054369	1	0	0	3.27242977911099	8.97904034660581	MAT2A;NME2;NME1
purine ribonucleoside biosynthetic process (GO:0046129)	3/95	0.0643225455054369	1	0	0	3.27242977911099	8.97904034660581	MAT2A;NME2;NME1
histone modification (GO:0016570)	6/293	0.0651660316396239	1	0	0	2.12205344037914	5.79493946757568	ING5;KMT2D;KDM3A;GTF3C4;POLE3;OGT
carboxylic acid transport (GO:0046942)	5/224	0.0663902605088179	1	0	0	2.31310140636565	6.27360499709069	SLC38A1;SLC16A1;SLC16A6;SLC25A12;SLC7A1
regulation of mitotic metaphase/anaphase transition (GO:0030071)	2/44	0.0673072565391151	1	0	0	4.71031559114461	12.7107264455159	ANAPC7;ANAPC10
negative regulation of mitosis (GO:0045839)	2/44	0.0673072565391151	1	0	0	4.71031559114461	12.7107264455159	ANAPC7;ANAPC10
regulation of signal transduction by p53 class mediator (GO:1901796)	2/44	0.0673072565391151	1	0	0	4.71031559114461	12.7107264455159	SPRED1;EEF1E1
transcription from RNA polymerase III promoter (GO:0006383)	2/44	0.0673072565391151	1	0	0	4.71031559114461	12.7107264455159	GTF3C4;POLR3H
negative regulation of protein catabolic process (GO:0042177)	3/97	0.0675863765723794	1	0	0	3.20495700016025	8.63527219562258	HSP90AB1;ANAPC7;ANAPC10
covalent chromatin modification (GO:0016569)	6/296	0.067737700492799	1	0	0	2.10054614199692	5.65490626994443	ING5;KMT2D;KDM3A;GTF3C4;POLE3;OGT
organic acid transport (GO:0015849)	5/226	0.0684063772687798	1	0	0	2.29263148241552	6.14950071937287	SLC38A1;SLC16A1;SLC16A6;SLC25A12;SLC7A1
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	2/45	0.0700041535472987	1	0	0	4.60564191134139	12.2473262051958	ANAPC7;ANAPC10
regulation of cellular response to insulin stimulus (GO:1900076)	2/45	0.0700041535472987	1	0	0	4.60564191134139	12.2473262051958	PTPN11;OGT
gluconeogenesis (GO:0006094)	2/46	0.0727359437162653	1	0	0	4.50551926109484	11.8086037626528	SLC25A12;ATF4
regulation of DNA-templated transcription in response to stress (GO:0043620)	2/46	0.0727359437162653	1	0	0	4.50551926109484	11.8086037626528	CITED2;ATF4
histone H3 acetylation (GO:0043966)	2/46	0.0727359437162653	1	0	0	4.50551926109484	11.8086037626528	ING5;POLE3
inner ear development (GO:0048839)	2/46	0.0727359437162653	1	0	0	4.50551926109484	11.8086037626528	PTPN11;ANP32B
amino acid transmembrane transport (GO:0003333)	2/46	0.0727359437162653	1	0	0	4.50551926109484	11.8086037626528	SLC38A1;SLC7A1
cellular aldehyde metabolic process (GO:0006081)	2/46	0.0727359437162653	1	0	0	4.50551926109484	11.8086037626528	KDM3A;RDH10
protein methylation (GO:0006479)	3/101	0.0743354728829614	1	0	0	3.07802801005489	8.00030887013441	KMT2D;KDM3A;OGT
protein alkylation (GO:0008213)	3/101	0.0743354728829614	1	0	0	3.07802801005489	8.00030887013441	KMT2D;KDM3A;OGT
positive regulation of respiratory burst (GO:0060267)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	RPS19
peptidyl-lysine dimethylation (GO:0018027)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	KDM3A
chaperone-mediated protein transport (GO:0072321)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	TIMM9
regulation of translational termination (GO:0006449)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	EIF5A
positive regulation of male gonad development (GO:2000020)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	CITED2
regulation of low-density lipoprotein particle receptor biosynthetic process (GO:0045714)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	HNRNPK
diterpenoid biosynthetic process (GO:0016102)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	RDH10
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	ATF4
C4-dicarboxylate transport (GO:0015740)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	SLC25A12
regulation of histone H3-K27 methylation (GO:0061085)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	OGT
embryonic process involved in female pregnancy (GO:0060136)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	CITED2
establishment of protein localization to mitochondrial membrane (GO:0090151)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	TIMM9
iron ion import (GO:0097286)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	TFRC
establishment of integrated proviral latency (GO:0075713)	1/8	0.0746546352290199	1	0	0	12.9533678756477	33.6124697422866	PPIA
DNA catabolic process (GO:0006308)	3/102	0.0760679792942153	1	0	0	3.04785126485827	7.85165459949141	MGME1;RAD23B;NME1
erythrocyte differentiation (GO:0030218)	2/48	0.0783005522706132	1	0	0	4.31778929188256	10.998275573168	RPS14;RPS19
heart development (GO:0007507)	4/167	0.0786602245091908	1	0	0	2.48208246718997	6.31098670921852	PBRM1;CITED2;PTPN11;ECE2
cellular response to drug (GO:0035690)	2/49	0.0811315805369225	1	0	0	4.22967114306863	10.6235930685421	PPAT;NME1
protein targeting to mitochondrion (GO:0006626)	2/49	0.0811315805369225	1	0	0	4.22967114306863	10.6235930685421	TIMM9;TRNT1
positive regulation of cell size (GO:0045793)	1/9	0.0835877745583714	1	0	0	11.5141047783535	28.576373136733	HSP90AB1
2'-deoxyribonucleotide biosynthetic process (GO:0009265)	1/9	0.0835877745583714	1	0	0	11.5141047783535	28.576373136733	DTYMK
mitochondrial genome maintenance (GO:0000002)	1/9	0.0835877745583714	1	0	0	11.5141047783535	28.576373136733	MGME1
peptidyl-histidine modification (GO:0018202)	1/9	0.0835877745583714	1	0	0	11.5141047783535	28.576373136733	NME2
